Genes	ENTREZ_ID	Genes
CALHM2	51063	CALHM2
ATL1	51062	ATL1
TXNDC11	51061	TXNDC11
TXNDC12	51060	TXNDC12
FAM135B	51059	FAM135B
ZNF691	51058	ZNF691
WDPCP	51057	WDPCP
LAP3	51056	LAP3
GMNN	51053	GMNN
PRLH	51052	PRLH
PI15	51050	PI15
ST8SIA3	51046	ST8SIA3
ZBTB7B	51043	ZBTB7B
ZNF593	51042	ZNF593
UBXN1	51035	UBXN1
CELA2B	51032	CELA2B
GLOD4	51031	GLOD4
TVP23B	51030	TVP23B
DESI2	51029	DESI2
VPS36	51028	VPS36
BOLA1	51027	BOLA1
GOLT1B	51026	GOLT1B
PAM16	51025	PAM16
FIS1	51024	FIS1
MRPS18C	51023	MRPS18C
GLRX2	51022	GLRX2
MRPS16	51021	MRPS16
HDDC2	51020	HDDC2
RRP15	51018	RRP15
EMC9	51016	EMC9
ISOC1	51015	ISOC1
TMED7	51014	TMED7
EXOSC1	51013	EXOSC1
FAHD2A	51011	FAHD2A
EXOSC3	51010	EXOSC3
DERL2	51009	DERL2
ASCC1	51008	ASCC1
SLC35C2	51006	SLC35C2
AMDHD2	51005	AMDHD2
COQ6	51004	COQ6
MED31	51003	MED31
TPRKB	51002	TPRKB
MTERF3	51001	MTERF3
SLC35B3	51000	SLC35B3
TMED5	50999	TMED5
SOST	50964	SOST
TBX22	50945	TBX22
SHANK1	50944	SHANK1
FOXP3	50943	FOXP3
PDE11A	50940	PDE11A
IMPG2	50939	IMPG2
CDON	50937	CDON
HEBP1	50865	HEBP1
NTM	50863	NTM
RNF141	50862	RNF141
STMN3	50861	STMN3
SPOCK3	50859	SPOCK3
CLEC4A	50856	CLEC4A
PARD6A	50855	PARD6A
C6orf48	50854	C6orf48
VILL	50853	VILL
TRAT1	50852	TRAT1
F11R	50848	F11R
DHH	50846	DHH
TAS2R14	50840	TAS2R14
TAS2R10	50839	TAS2R10
TAS2R13	50838	TAS2R13
TAS2R7	50837	TAS2R7
TAS2R8	50836	TAS2R8
TAS2R9	50835	TAS2R9
TAS2R1	50834	TAS2R1
TAS2R16	50833	TAS2R16
TAS2R4	50832	TAS2R4
TAS2R3	50831	TAS2R3
NSDHL	50814	NSDHL
COPS7A	50813	COPS7A
HP1BP3	50809	HP1BP3
AK3	50808	AK3
ASAP1	50807	ASAP1
IRX4	50805	IRX4
MYEF2	50804	MYEF2
KCNK4	50801	KCNK4
DCAF8	50717	DCAF8
RDH8	50700	RDH8
NEUROG3	50674	NEUROG3
SLC45A1	50651	SLC45A1
ARHGEF3	50650	ARHGEF3
ARHGEF4	50649	ARHGEF4
PNPLA8	50640	PNPLA8
ANO7	50636	ANO7
CALY	50632	CALY
GEMIN4	50628	GEMIN4
CYHR1	50626	CYHR1
CUZD1	50624	CUZD1
DEF6	50619	DEF6
ITSN2	50618	ITSN2
ATP6V0A4	50617	ATP6V0A4
IL22	50616	IL22
IL21R	50615	IL21R
GALNT9	50614	GALNT9
UBQLN3	50613	UBQLN3
IL20	50604	IL20
CHST11	50515	CHST11
PODXL2	50512	PODXL2
SYCP3	50511	SYCP3
COL5A3	50509	COL5A3
NOX3	50508	NOX3
NOX4	50507	NOX4
DUOX2	50506	DUOX2
CD207	50489	CD207
MINK1	50488	MINK1
PLA2G3	50487	PLA2G3
G0S2	50486	G0S2
SMARCAL1	50485	SMARCAL1
RRM2B	50484	RRM2B
CLDN20	49861	CLDN20
CRNN	49860	CRNN
WRAP73	49856	WRAP73
SCAPER	49855	SCAPER
ZBTB21	49854	ZBTB21
KLK12	43849	KLK12
KLK14	43847	KLK14
STOML2	30968	STOML2
TAX1BP3	30851	TAX1BP3
CDR2L	30850	CDR2L
PIK3R4	30849	PIK3R4
CTAG2	30848	CTAG2
EHD2	30846	EHD2
EHD3	30845	EHD3
EHD4	30844	EHD4
SOCS7	30837	SOCS7
DNTTIP2	30836	DNTTIP2
CD209	30835	CD209
ZNRD1	30834	ZNRD1
NT5C	30833	NT5C
ZNF354C	30832	ZNF354C
CXXC1	30827	CXXC1
KCNIP1	30820	KCNIP1
KCNIP2	30819	KCNIP2
KCNIP3	30818	KCNIP3
ERVW-1	30816	ERVW-1
ST6GALNAC6	30815	ST6GALNAC6
PLA2G2E	30814	PLA2G2E
VSX1	30813	VSX1
SOX8	30812	SOX8
HUNK	30811	HUNK
RAX	30062	RAX
SLC40A1	30061	SLC40A1
SPANXA1	30014	SPANXA1
TLX3	30012	TLX3
SH3KBP1	30011	SH3KBP1
NXPH1	30010	NXPH1
TBX21	30009	TBX21
EFEMP2	30008	EFEMP2
TNPO2	30000	TNPO2
FSCN3	29999	FSCN3
LMCD1	29995	LMCD1
BAZ2B	29994	BAZ2B
PACSIN1	29993	PACSIN1
PILRA	29992	PILRA
OBP2A	29991	OBP2A
PILRB	29990	PILRB
OBP2B	29989	OBP2B
SLC2A8	29988	SLC2A8
SLC39A2	29986	SLC39A2
SLC39A3	29985	SLC39A3
RHOD	29984	RHOD
NRBF2	29982	NRBF2
DONSON	29980	DONSON
UBQLN1	29979	UBQLN1
UBQLN2	29978	UBQLN2
A1CF	29974	A1CF
SCHIP1	29970	SCHIP1
MDFIC	29969	MDFIC
PSAT1	29968	PSAT1
LRP12	29967	LRP12
STRN3	29966	STRN3
CDIP1	29965	CDIP1
PRICKLE4	29964	PRICKLE4
NRBP1	29959	NRBP1
DMGDH	29958	DMGDH
SLC25A24	29957	SLC25A24
CERS2	29956	CERS2
POMT2	29954	POMT2
TRHDE	29953	TRHDE
DPP7	29952	DPP7
PDZRN4	29951	PDZRN4
SERTAD1	29950	SERTAD1
IL19	29949	IL19
OSGIN1	29948	OSGIN1
DNMT3L	29947	DNMT3L
SERTAD3	29946	SERTAD3
ANAPC4	29945	ANAPC4
PNMA3	29944	PNMA3
PADI1	29943	PADI1
PURG	29942	PURG
PKN3	29941	PKN3
DSE	29940	DSE
NENF	29937	NENF
RPA4	29935	RPA4
SNX12	29934	SNX12
GPR132	29933	GPR132
PCDHB1	29930	PCDHB1
ALG6	29929	ALG6
TIMM22	29928	TIMM22
SEC61A1	29927	SEC61A1
GMPPA	29926	GMPPA
GMPPB	29925	GMPPB
EPN1	29924	EPN1
HILPDA	29923	HILPDA
NME7	29922	NME7
PYCR2	29920	PYCR2
SNX11	29916	SNX11
HCFC2	29915	HCFC2
UBIAD1	29914	UBIAD1
HOOK2	29911	HOOK2
GPR171	29909	GPR171
SNX15	29907	SNX15
ST8SIA5	29906	ST8SIA5
EEF2K	29904	EEF2K
CCDC106	29903	CCDC106
FAM216A	29902	FAM216A
SAC3D1	29901	SAC3D1
GPSM2	29899	GPSM2
TRA2A	29896	TRA2A
MYLPF	29895	MYLPF
CPSF1	29894	CPSF1
PSMC3IP	29893	PSMC3IP
RBM15B	29890	RBM15B
GNL2	29889	GNL2
STRN4	29888	STRN4
SNX10	29887	SNX10
SNX8	29886	SNX8
CNOT7	29883	CNOT7
ANAPC2	29882	ANAPC2
NPC1L1	29881	NPC1L1
ALG5	29880	ALG5
UBN1	29855	UBN1
ICOS	29851	ICOS
TRPM5	29850	TRPM5
TFPT	29844	TFPT
SENP1	29843	SENP1
TFCP2L1	29842	TFCP2L1
GRHL1	29841	GRHL1
REPIN1	29803	REPIN1
VPREB3	29802	VPREB3
ZDHHC8	29801	ZDHHC8
ZDHHC1	29800	ZDHHC1
YPEL1	29799	YPEL1
UQCR10	29796	UQCR10
OLA1	29789	OLA1
CYP2S1	29785	CYP2S1
NCAPH2	29781	NCAPH2
PARVB	29780	PARVB
ABT1	29777	ABT1
CARD10	29775	CARD10
TMOD2	29767	TMOD2
TMOD3	29766	TMOD3
TMOD4	29765	TMOD4
PACSIN3	29763	PACSIN3
USP25	29761	USP25
BLNK	29760	BLNK
UHRF1	29128	UHRF1
RACGAP1	29127	RACGAP1
CD274	29126	CD274
C11orf21	29125	C11orf21
LGALS13	29124	LGALS13
ANKRD11	29123	ANKRD11
PRSS50	29122	PRSS50
CLEC2D	29121	CLEC2D
CTNNA3	29119	CTNNA3
DDX25	29118	DDX25
BRD7	29117	BRD7
MYLIP	29116	MYLIP
SAP30BP	29115	SAP30BP
TAGLN3	29114	TAGLN3
C6orf15	29113	C6orf15
TBK1	29110	TBK1
FHOD1	29109	FHOD1
PYCARD	29108	PYCARD
NXT1	29107	NXT1
SCG3	29106	SCG3
CFAP20	29105	CFAP20
N6AMT1	29104	N6AMT1
DNAJC15	29103	DNAJC15
DROSHA	29102	DROSHA
SSU72	29101	SSU72
TMEM208	29100	TMEM208
COMMD9	29099	COMMD9
RANGRF	29098	RANGRF
CNIH4	29097	CNIH4
ORMDL2	29095	ORMDL2
LGALSL	29094	LGALSL
MRPL22	29093	MRPL22
STXBP6	29091	STXBP6
TIMM21	29090	TIMM21
UBE2T	29089	UBE2T
MRPL15	29088	MRPL15
THYN1	29087	THYN1
BABAM1	29086	BABAM1
PHPT1	29085	PHPT1
GTPBP8	29083	GTPBP8
CHMP4A	29082	CHMP4A
METTL5	29081	METTL5
CCDC59	29080	CCDC59
MED4	29079	MED4
NDUFAF4	29078	NDUFAF4
MRPL18	29074	MRPL18
SETD2	29072	SETD2
C1GALT1C1	29071	C1GALT1C1
CCDC113	29070	CCDC113
ZBTB44	29068	ZBTB44
ZC3H7A	29066	ZC3H7A
ZCCHC4	29063	ZCCHC4
WDR91	29062	WDR91
TMEM230	29058	TMEM230
FAM156A	29057	FAM156A
C16orf72	29035	C16orf72
ATAD2	29028	ATAD2
SLC43A3	29015	SLC43A3
KLF15	28999	KLF15
MRPL13	28998	MRPL13
HIPK2	28996	HIPK2
MACROD1	28992	MACROD1
COMMD5	28991	COMMD5
ASTE1	28990	ASTE1
NTMT1	28989	NTMT1
DBNL	28988	DBNL
NOB1	28987	NOB1
MAGEH1	28986	MAGEH1
MCTS1	28985	MCTS1
RGCC	28984	RGCC
TMPRSS11E	28983	TMPRSS11E
FLVCR1	28982	FLVCR1
IFT81	28981	IFT81
TMEM14A	28978	TMEM14A
MRPL42	28977	MRPL42
ACAD9	28976	ACAD9
C19orf53	28974	C19orf53
MRPS18B	28973	MRPS18B
SPCS1	28972	SPCS1
AAMDC	28971	AAMDC
C11orf54	28970	C11orf54
BZW2	28969	BZW2
SLC6A16	28968	SLC6A16
SNX24	28966	SNX24
SLC27A6	28965	SLC27A6
GIT1	28964	GIT1
OSTM1	28962	OSTM1
DCPS	28960	DCPS
TMEM176B	28959	TMEM176B
COA3	28958	COA3
MRPS28	28957	MRPS28
LAMTOR2	28956	LAMTOR2
DEXI	28955	DEXI
REM1	28954	REM1
CCDC22	28952	CCDC22
TRIB2	28951	TRIB2
DLL1	28514	DLL1
CDH19	28513	CDH19
NKIRAS1	28512	NKIRAS1
NKIRAS2	28511	NKIRAS2
CDH20	28316	CDH20
SLCO1B3	28234	SLCO1B3
SLCO3A1	28232	SLCO3A1
SLCO4A1	28231	SLCO4A1
PPP2R3B	28227	PPP2R3B
PCLO	27445	PCLO
CECR2	27443	CECR2
EML4	27436	EML4
POLM	27434	POLM
TOR2A	27433	TOR2A
MAT2B	27430	MAT2B
HTRA2	27429	HTRA2
SGSM3	27352	SGSM3
DESI1	27351	DESI1
APOBEC3C	27350	APOBEC3C
MCAT	27349	MCAT
TOR1B	27348	TOR1B
STK39	27347	STK39
TMEM97	27346	TMEM97
KCNMB4	27345	KCNMB4
PCSK1N	27344	PCSK1N
POLL	27343	POLL
RABGEF1	27342	RABGEF1
RRP7A	27341	RRP7A
UTP20	27340	UTP20
PRPF19	27339	PRPF19
UBE2S	27338	UBE2S
HTATSF1	27336	HTATSF1
EIF3K	27335	EIF3K
P2RY10	27334	P2RY10
GOLIM4	27333	GOLIM4
ZNF638	27332	ZNF638
RPS6KA6	27330	RPS6KA6
ANGPTL3	27329	ANGPTL3
PCDH11X	27328	PCDH11X
TNRC6A	27327	TNRC6A
TOX3	27324	TOX3
BHLHE22	27319	BHLHE22
RBMX	27316	RBMX
PGAP2	27315	PGAP2
RAB30	27314	RAB30
ZNF330	27309	ZNF330
HPGDS	27306	HPGDS
MOCS3	27304	MOCS3
RBMS3	27303	RBMS3
BMP10	27302	BMP10
APEX2	27301	APEX2
ZNF544	27300	ZNF544
ADAMDEC1	27299	ADAMDEC1
CRCP	27297	CRCP
TP53TG5	27296	TP53TG5
PDLIM3	27295	PDLIM3
DHDH	27294	DHDH
SMPDL3B	27293	SMPDL3B
DIMT1	27292	DIMT1
R3HCC1L	27291	R3HCC1L
SPINK4	27290	SPINK4
RND1	27289	RND1
RBMXL2	27288	RBMXL2
VENTX	27287	VENTX
SRPX2	27286	SRPX2
TEKT2	27285	TEKT2
SULT1B1	27284	SULT1B1
TINAG	27283	TINAG
LSM3	27258	LSM3
LSM1	27257	LSM1
CNTN6	27255	CNTN6
CSDC2	27254	CSDC2
PCDH17	27253	PCDH17
KLHL20	27252	KLHL20
PDCD4	27250	PDCD4
MMADHC	27249	MMADHC
ERLEC1	27248	ERLEC1
NFU1	27247	NFU1
RNF115	27246	RNF115
AHDC1	27245	AHDC1
SESN1	27244	SESN1
CHMP2A	27243	CHMP2A
TNFRSF21	27242	TNFRSF21
BBS9	27241	BBS9
SIT1	27240	SIT1
GPR162	27239	GPR162
GPKOW	27238	GPKOW
ARHGEF16	27237	ARHGEF16
ARFIP1	27236	ARFIP1
COQ2	27235	COQ2
SULT1C4	27233	SULT1C4
GNMT	27232	GNMT
NMRK2	27231	NMRK2
SERP1	27230	SERP1
TUBGCP4	27229	TUBGCP4
C5AR2	27202	C5AR2
GPR78	27201	GPR78
OXGR1	27199	OXGR1
HCAR1	27198	HCAR1
GPR82	27197	GPR82
IL17B	27190	IL17B
IL17C	27189	IL17C
DISC1	27185	DISC1
VPS4A	27183	VPS4A
SIGLEC8	27181	SIGLEC8
SIGLEC9	27180	SIGLEC9
IL36A	27179	IL36A
IL37	27178	IL37
IL36B	27177	IL36B
TUBG2	27175	TUBG2
SLC39A1	27173	SLC39A1
PRELID1	27166	PRELID1
GLS2	27165	GLS2
SALL3	27164	SALL3
NAAA	27163	NAAA
AGO2	27161	AGO2
CHIA	27159	CHIA
NDOR1	27158	NDOR1
RSPH14	27156	RSPH14
BRPF3	27154	BRPF3
ZNF777	27153	ZNF777
INTU	27152	INTU
CPAMD8	27151	CPAMD8
STK36	27148	STK36
DENND2A	27147	DENND2A
FAM184B	27146	FAM184B
FILIP1	27145	FILIP1
PALD1	27143	PALD1
CIDEB	27141	CIDEB
MORC1	27136	MORC1
TJP3	27134	TJP3
KCNH5	27133	KCNH5
CPNE7	27132	CPNE7
SNX5	27131	SNX5
INVS	27130	INVS
HSPB7	27129	HSPB7
CYTH4	27128	CYTH4
SMC1B	27127	SMC1B
AFF4	27125	AFF4
INPP5J	27124	INPP5J
DKK2	27123	DKK2
DKK3	27122	DKK3
DKK4	27121	DKK4
DKKL1	27120	DKKL1
PDE7B	27115	PDE7B
BBC3	27113	BBC3
FAM155B	27112	FAM155B
SDCBP2	27111	SDCBP2
ATP5S	27109	ATP5S
ZBTB11	27107	ZBTB11
ARRDC2	27106	ARRDC2
EIF2AK1	27102	EIF2AK1
CACYBP	27101	CACYBP
CLUL1	27098	CLUL1
TAF5L	27097	TAF5L
TRAPPC3	27095	TRAPPC3
KCNMB3	27094	KCNMB3
CACNG4	27092	CACNG4
CACNG5	27091	CACNG5
ST6GALNAC4	27090	ST6GALNAC4
UQCRQ	27089	UQCRQ
B3GAT1	27087	B3GAT1
FOXP1	27086	FOXP1
MTBP	27085	MTBP
RPUSD2	27079	RPUSD2
B9D1	27077	B9D1
LYPD3	27076	LYPD3
TSPAN13	27075	TSPAN13
LAMP3	27074	LAMP3
VPS41	27072	VPS41
DAPP1	27071	DAPP1
GHITM	27069	GHITM
PPA2	27068	PPA2
STAU2	27067	STAU2
ANKRD1	27063	ANKRD1
SND1	27044	SND1
PELP1	27043	PELP1
DIEXF	27042	DIEXF
LAT	27040	LAT
PKD2L2	27039	PKD2L2
TRMT2A	27037	TRMT2A
SIGLEC7	27036	SIGLEC7
NOX1	27035	NOX1
ACAD8	27034	ACAD8
ZBTB32	27033	ZBTB32
ATP2C1	27032	ATP2C1
NPHP3	27031	NPHP3
MLH3	27030	MLH3
FOXB1	27023	FOXB1
FOXD3	27022	FOXD3
NPTN	27020	NPTN
DNAI1	27019	DNAI1
CNPPD1	27013	CNPPD1
KCNV1	27012	KCNV1
TPK1	27010	TPK1
FGF22	27006	FGF22
USP21	27005	USP21
DNAJC2	27000	DNAJC2
CYFIP2	26999	CYFIP2
FETUB	26998	FETUB
GPR160	26996	GPR160
TRUB2	26995	TRUB2
RNF11	26994	RNF11
AKAP8L	26993	AKAP8L
PABPC1	26986	PABPC1
AP3M1	26985	AP3M1
SEC22A	26984	SEC22A
ZNF285	26974	ZNF285
CHORDC1	26973	CHORDC1
NBEA	26960	NBEA
HBP1	26959	HBP1
COPG2	26958	COPG2
RANBP6	26953	RANBP6
SMR3A	26952	SMR3A
OPLAH	26873	OPLAH
STEAP1	26872	STEAP1
HAVCR1	26762	HAVCR1
SH3YL1	26751	SH3YL1
RPS6KC1	26750	RPS6KC1
GAGE2E	26749	GAGE2E
NUFIP1	26747	NUFIP1
OR1J2	26740	OR1J2
OR1L1	26737	OR1L1
OR1L3	26735	OR1L3
OR2H1	26716	OR2H1
OR2J2	26707	OR2J2
OR2T1	26696	OR2T1
OR2V1	26693	OR2V1
OR2W1	26692	OR2W1
OR4D1	26689	OR4D1
OR4E2	26686	OR4E2
OR4F3	26683	OR4F3
OR4F4	26682	OR4F4
OR7C1	26664	OR7C1
OR7A5	26659	OR7A5
OR7C2	26658	OR7C2
OR7E24	26648	OR7E24
ELP4	26610	ELP4
VCX	26609	VCX
TBL2	26608	TBL2
OR8B2	26595	OR8B2
MRPL46	26589	MRPL46
CKAP2	26586	CKAP2
GREM1	26585	GREM1
BSCL2	26580	BSCL2
MYEOV	26579	MYEOV
OSTF1	26578	OSTF1
PCOLCE2	26577	PCOLCE2
SRPK3	26576	SRPK3
RGS17	26575	RGS17
AATF	26574	AATF
ITGB1BP2	26548	ITGB1BP2
OR10H1	26539	OR10H1
OR10H2	26538	OR10H2
OR10G2	26534	OR10G2
OR10G3	26533	OR10G3
OR10H3	26532	OR10H3
OR11A1	26531	OR11A1
OR12D2	26529	OR12D2
DAZAP1	26528	DAZAP1
TSPAN16	26526	TSPAN16
IL36RN	26525	IL36RN
LATS2	26524	LATS2
AGO1	26523	AGO1
TIMM8B	26521	TIMM8B
TIMM9	26520	TIMM9
TIMM10	26519	TIMM10
TIMM13	26517	TIMM13
TIMM10B	26515	TIMM10B
INTS6	26512	INTS6
CHIC2	26511	CHIC2
MYOF	26509	MYOF
HEYL	26508	HEYL
CNNM1	26507	CNNM1
CNNM3	26505	CNNM3
CNNM4	26504	CNNM4
SLC17A5	26503	SLC17A5
NARF	26502	NARF
PLEK2	26499	PLEK2
OR10D3	26497	OR10D3
OR10A3	26496	OR10A3
OR8G1	26494	OR8G1
OR8B8	26493	OR8B8
OR10J1	26476	OR10J1
PPP1R14B	26472	PPP1R14B
NUPR1	26471	NUPR1
SEZ6L2	26470	SEZ6L2
PTPN18	26469	PTPN18
LHX6	26468	LHX6
FAM162A	26355	FAM162A
GNL3	26354	GNL3
HSPB8	26353	HSPB8
OR5H1	26341	OR5H1
OR5K1	26339	OR5K1
OR5L2	26338	OR5L2
OR7A17	26333	OR7A17
GAPDHS	26330	GAPDHS
GBGT1	26301	GBGT1
EHF	26298	EHF
SERGEF	26297	SERGEF
MYCBP	26292	MYCBP
FGF21	26291	FGF21
GALNT8	26290	GALNT8
AK5	26289	AK5
ANKRD2	26287	ANKRD2
ARFGAP3	26286	ARFGAP3
CLDN17	26285	CLDN17
ERAL1	26284	ERAL1
FGF20	26281	FGF20
IL1RAPL2	26280	IL1RAPL2
PLA2G2D	26279	PLA2G2D
SACS	26278	SACS
TINF2	26277	TINF2
VPS33B	26276	VPS33B
HIBCH	26275	HIBCH
FBXO3	26273	FBXO3
FBXO4	26272	FBXO4
FBXO5	26271	FBXO5
FBXO6	26270	FBXO6
FBXO8	26269	FBXO8
FBXO9	26268	FBXO9
FBXO10	26267	FBXO10
SLC13A4	26266	SLC13A4
FBXO22	26263	FBXO22
TSPAN17	26262	TSPAN17
FBXO24	26261	FBXO24
FBXO25	26260	FBXO25
FBXW8	26259	FBXW8
BLOC1S6	26258	BLOC1S6
NKX2-8	26257	NKX2-8
CABYR	26256	CABYR
OPTC	26254	OPTC
CLEC4E	26253	CLEC4E
KCNG2	26251	KCNG2
KLHL3	26249	KLHL3
OR2K2	26248	OR2K2
OR2L2	26246	OR2L2
OR2M4	26245	OR2M4
FAM50B	26240	FAM50B
LCE2B	26239	LCE2B
FBXL4	26235	FBXL4
FBXL5	26234	FBXL5
FBXL6	26233	FBXL6
FBXO2	26232	FBXO2
LRRC29	26231	LRRC29
TIAM2	26230	TIAM2
B3GAT3	26229	B3GAT3
STAP1	26228	STAP1
PHGDH	26227	PHGDH
ARL5A	26225	ARL5A
FBXL3	26224	FBXL3
OR1J4	26219	OR1J4
OR2B6	26212	OR2B6
OR2F1	26211	OR2F1
PITPNC1	26207	PITPNC1
SPAG8	26206	SPAG8
GMEB2	26205	GMEB2
PTPN22	26191	PTPN22
FBXW2	26190	FBXW2
OR1A2	26189	OR1A2
OR1C1	26188	OR1C1
TMEM251	26175	TMEM251
INTS1	26173	INTS1
SENP3	26168	SENP3
PCDHB5	26167	PCDHB5
RGS22	26166	RGS22
SPATA31A7	26165	SPATA31A7
MTG2	26164	MTG2
IFT172	26160	IFT172
GIMAP2	26157	GIMAP2
RSL1D1	26156	RSL1D1
NOC2L	26155	NOC2L
ABCA12	26154	ABCA12
KIF26A	26153	KIF26A
ZNF337	26152	ZNF337
NAT9	26151	NAT9
RIBC2	26150	RIBC2
ZNF658	26149	ZNF658
PHF19	26147	PHF19
TRAF3IP1	26146	TRAF3IP1
IRF2BP1	26145	IRF2BP1
TTLL3	26140	TTLL3
ZBTB20	26137	ZBTB20
TES	26136	TES
SERBP1	26135	SERBP1
TRPC4AP	26133	TRPC4AP
GAPVD1	26130	GAPVD1
FGFR1OP2	26127	FGFR1OP2
TCTN3	26123	TCTN3
EPC2	26122	EPC2
PRPF31	26121	PRPF31
LDLRAP1	26119	LDLRAP1
WSB1	26118	WSB1
TANC2	26115	TANC2
CCDC69	26112	CCDC69
PYGO1	26108	PYGO1
LRIT1	26103	LRIT1
WIPI2	26100	WIPI2
SZRD1	26099	SZRD1
EDRF1	26098	EDRF1
CHTOP	26097	CHTOP
DCAF4	26094	DCAF4
CCDC9	26093	CCDC9
TOR1AIP1	26092	TOR1AIP1
HERC4	26091	HERC4
ABHD12	26090	ABHD12
GGA1	26088	GGA1
GPSM1	26086	GPSM1
KLK13	26085	KLK13
ARHGEF26	26084	ARHGEF26
TBC1D29	26083	TBC1D29
CFAP61	26074	CFAP61
POLDIP2	26073	POLDIP2
LSM14A	26065	LSM14A
RAI14	26064	RAI14
DECR2	26063	DECR2
HACL1	26061	HACL1
APPL1	26060	APPL1
ERC2	26059	ERC2
GIGYF2	26058	GIGYF2
ANKRD17	26057	ANKRD17
RAB11FIP5	26056	RAB11FIP5
SENP6	26054	SENP6
AUTS2	26053	AUTS2
DNM3	26052	DNM3
PPP1R16B	26051	PPP1R16B
SLITRK5	26050	SLITRK5
FAM169A	26049	FAM169A
ZNF500	26048	ZNF500
CNTNAP2	26047	CNTNAP2
LTN1	26046	LTN1
LRRTM2	26045	LRRTM2
UBXN7	26043	UBXN7
SETBP1	26040	SETBP1
SS18L1	26039	SS18L1
CHD5	26038	CHD5
SIPA1L1	26037	SIPA1L1
ZNF451	26036	ZNF451
GLCE	26035	GLCE
IPCEF1	26034	IPCEF1
ATRNL1	26033	ATRNL1
SUSD5	26032	SUSD5
OSBPL3	26031	OSBPL3
PLEKHG3	26030	PLEKHG3
ACOT11	26027	ACOT11
PCDHGA12	26025	PCDHGA12
PTCD1	26024	PTCD1
TMEM98	26022	TMEM98
LRP10	26020	LRP10
UPF2	26019	UPF2
LRIG1	26018	LRIG1
FAM32A	26017	FAM32A
RPAP1	26015	RPAP1
L3MBTL1	26013	L3MBTL1
NSMF	26012	NSMF
TENM4	26011	TENM4
SPATS2L	26010	SPATS2L
ZZZ3	26009	ZZZ3
C2CD3	26005	C2CD3
GORASP2	26003	GORASP2
MOXD1	26002	MOXD1
RNF167	26001	RNF167
TBC1D10B	26000	TBC1D10B
CLIP3	25999	CLIP3
IBTK	25998	IBTK
REXO2	25996	REXO2
HIGD1A	25994	HIGD1A
SNED1	25992	SNED1
ULK3	25989	ULK3
HINFP	25988	HINFP
TSKU	25987	TSKU
KRT23	25984	KRT23
NGDN	25983	NGDN
DNAH1	25981	DNAH1
AAR2	25980	AAR2
DHRS7B	25979	DHRS7B
CHMP2B	25978	CHMP2B
NECAP1	25977	NECAP1
TIPARP	25976	TIPARP
EGFL6	25975	EGFL6
MMACHC	25974	MMACHC
PARS2	25973	PARS2
UNC50	25972	UNC50
SH2B1	25970	SH2B1
C2CD2	25966	C2CD2
TMEM87A	25963	TMEM87A
NUDT13	25961	NUDT13
KANK2	25959	KANK2
PNISR	25957	PNISR
SEC31B	25956	SEC31B
PNKD	25953	PNKD
RWDD3	25950	RWDD3
SYF2	25949	SYF2
KBTBD2	25948	KBTBD2
ZNF385A	25946	ZNF385A
C20orf194	25943	C20orf194
SIN3A	25942	SIN3A
TPGS2	25941	TPGS2
FAM98A	25940	FAM98A
SAMHD1	25939	SAMHD1
HEATR5A	25938	HEATR5A
WWTR1	25937	WWTR1
NSL1	25936	NSL1
NIPSNAP3A	25934	NIPSNAP3A
CLIC4	25932	CLIC4
PTPN23	25930	PTPN23
GEMIN5	25929	GEMIN5
SOSTDC1	25928	SOSTDC1
CNRIP1	25927	CNRIP1
NOL11	25926	NOL11
ZNF521	25925	ZNF521
MYRIP	25924	MYRIP
ATL3	25923	ATL3
ZDHHC5	25921	ZDHHC5
NELFB	25920	NELFB
THUMPD3	25917	THUMPD3
NDUFAF3	25915	NDUFAF3
RTTN	25914	RTTN
POT1	25913	POT1
C1orf43	25912	C1orf43
DPCD	25911	DPCD
AHCTF1	25909	AHCTF1
TMEM158	25907	TMEM158
ANAPC15	25906	ANAPC15
CNOT10	25904	CNOT10
OLFML2B	25903	OLFML2B
MTHFD1L	25902	MTHFD1L
CCDC28A	25901	CCDC28A
IFFO1	25900	IFFO1
RCHY1	25898	RCHY1
RNF19A	25897	RNF19A
INTS7	25896	INTS7
PLEKHG4	25894	PLEKHG4
TRIM58	25893	TRIM58
PAMR1	25891	PAMR1
ABI3BP	25890	ABI3BP
ZNF473	25888	ZNF473
POC1A	25886	POC1A
POLR1A	25885	POLR1A
CHRDL2	25884	CHRDL2
TMEM186	25880	TMEM186
DCAF13	25879	DCAF13
MXRA5	25878	MXRA5
SPEF1	25876	SPEF1
LETMD1	25875	LETMD1
MPC2	25874	MPC2
RPL36	25873	RPL36
SUMF2	25870	SUMF2
PRKD2	25865	PRKD2
ABHD14A	25864	ABHD14A
USP49	25862	USP49
BRMS1	25855	BRMS1
FAM149A	25854	FAM149A
DCAF12	25853	DCAF12
ARMC8	25852	ARMC8
TECPR1	25851	TECPR1
ZNF345	25850	ZNF345
PARM1	25849	PARM1
ANAPC13	25847	ANAPC13
YIPF3	25844	YIPF3
MOB4	25843	MOB4
ASF1A	25842	ASF1A
ABTB2	25841	ABTB2
METTL7A	25840	METTL7A
COG4	25839	COG4
RAB26	25837	RAB26
NIPBL	25836	NIPBL
MGAT4C	25834	MGAT4C
POU2F3	25833	POU2F3
NBPF14	25832	NBPF14
HECTD1	25831	HECTD1
SULT4A1	25830	SULT4A1
